date,temperature,humidity,verdict
2024-03-01 00:00:00,24.912949606049427,36.45192641071608,1
2024-03-01 04:00:00,31.259358392985632,50.668959515565874,0
2024-03-01 08:00:00,29.98824453096971,55.987898585017774,0
2024-03-01 12:00:00,35.31473807737568,56.160208283023884,0
2024-03-01 16:00:00,26.163837215514498,48.28012147135179,1
2024-03-01 20:00:00,29.159518538979178,66.8367154865911,0
2024-03-02 00:00:00,24.584895602541543,60.54543736807692,1
2024-03-02 04:00:00,29.977775488467064,64.6654091145171,0
2024-03-02 08:00:00,26.852900120743325,38.40816546523858,1
2024-03-02 12:00:00,28.723945327849524,60.78872317643222,0
2024-03-02 16:00:00,30.312981797233228,58.390576288530596,0
2024-03-02 20:00:00,27.677870377215697,42.68530735766011,0
2024-03-03 00:00:00,19.16559840725002,48.84012104418233,1
2024-03-03 04:00:00,24.87767251213739,52.13491400207918,0
2024-03-03 08:00:00,30.532865008852827,51.35570419317465,0
2024-03-03 12:00:00,27.801479377781217,60.31668420698429,0
2024-03-03 16:00:00,29.521894341317726,42.78123133514099,1
2024-03-03 20:00:00,26.550966182844174,60.57503177726883,0
2024-03-04 00:00:00,23.88635522699702,46.70333946679567,1
2024-03-04 04:00:00,25.577457320983488,50.91129182725202,0
2024-03-04 08:00:00,32.51054377334644,50.19933480902651,0
2024-03-04 12:00:00,22.500501433905345,56.79262863900285,0
2024-03-04 16:00:00,19.849922044072972,49.00702011448702,0
2024-03-04 20:00:00,23.188535433755185,56.26673380557221,0
2024-03-05 00:00:00,24.250435260686107,70.25220670688859,1
2024-03-05 04:00:00,25.094621118646806,53.63535188380651,0
2024-03-05 08:00:00,26.916173732166158,47.728480060293116,0
2024-03-05 12:00:00,24.95663553445839,58.72670046800623,0
2024-03-05 16:00:00,28.225926434845693,54.19788115172229,0
2024-03-05 20:00:00,25.89567298635427,47.557521805624646,1
2024-03-06 00:00:00,19.71995640945938,55.243773941690655,1
2024-03-06 04:00:00,31.28961329549104,54.89939243235116,0
2024-03-06 08:00:00,33.360849295852574,52.0490122210293,0
2024-03-06 12:00:00,22.98928866172317,59.550009410183804,0
2024-03-06 16:00:00,19.737396203374352,60.836908570099574,0
2024-03-06 20:00:00,20.124533050141277,44.42222620304258,0
2024-03-07 00:00:00,33.46994901298997,61.05789664398838,1
2024-03-07 04:00:00,30.375307741933387,39.414426886401216,1
2024-03-07 08:00:00,28.653945795924436,40.42816630635594,1
2024-03-07 12:00:00,11.630312756909762,41.00092996501849,1
2024-03-07 16:00:00,21.350103928158507,45.46465452257574,0
2024-03-07 20:00:00,28.983316052120564,60.47799841494403,0
2024-03-08 00:00:00,26.915808265860747,53.861469660984135,0
2024-03-08 04:00:00,20.343433835843474,60.657506813886,0
2024-03-08 08:00:00,34.60321464648005,40.99960095545772,0
2024-03-08 12:00:00,20.29290381580257,48.08582829312703,0
2024-03-08 16:00:00,24.542627886957828,49.91336450651526,0
2024-03-08 20:00:00,25.44051354943749,60.782623391590874,1
2024-03-09 00:00:00,27.092344378325652,62.996681273826155,1
2024-03-09 04:00:00,21.01472590514429,63.98418811720095,0
2024-03-09 08:00:00,34.69337203869567,39.206809429396934,0
2024-03-09 12:00:00,21.37383348342886,75.64998994149231,0
2024-03-09 16:00:00,31.679638107932437,54.66393860192057,0
2024-03-09 20:00:00,34.834056751817776,59.36481771135878,0
2024-03-10 00:00:00,32.22714946252308,51.77944493286384,1
2024-03-10 04:00:00,21.08504883719293,50.469455441239965,0
2024-03-10 08:00:00,31.896395669203688,55.2434901205687,0
2024-03-10 12:00:00,18.48117376310666,63.45707982286755,0
2024-03-10 16:00:00,18.76493736362605,49.515861767207305,1
2024-03-10 20:00:00,25.621424877420132,53.66815224372989,0
2024-03-11 00:00:00,34.35585774551184,46.77762348439651,0
2024-03-11 04:00:00,30.107976314064977,36.7511310883719,1
2024-03-11 08:00:00,27.888633512974064,45.726579526711404,0
2024-03-11 12:00:00,25.685707186122553,48.83080723580068,0
2024-03-11 16:00:00,29.000677191488965,61.861834448843396,0
2024-03-11 20:00:00,29.671848908115283,61.090664926028886,0
2024-03-12 00:00:00,26.201608996069034,57.68088724120026,1
2024-03-12 04:00:00,22.042743880162487,48.59239886673815,0
2024-03-12 08:00:00,32.15946607389445,37.769738468245365,1
2024-03-12 12:00:00,27.85515600395154,66.53804919581478,0
2024-03-12 16:00:00,30.595424716975906,58.78095178789635,0
2024-03-12 20:00:00,28.55703751323053,69.3466865138166,0
2024-03-13 00:00:00,27.96416822403932,54.53246574316975,1
2024-03-13 04:00:00,13.104341190107455,53.066776713760085,0
2024-03-13 08:00:00,26.387907857912882,32.85694671795315,1
2024-03-13 12:00:00,22.70071194785735,51.22672730055452,0
2024-03-13 16:00:00,29.2726633118065,40.49402306799299,1
2024-03-13 20:00:00,26.563062163827034,43.309997257257606,1
2024-03-14 00:00:00,22.35941859957866,61.05175293186378,0
2024-03-14 04:00:00,28.903236538988068,54.413124028452856,0
2024-03-14 08:00:00,36.58288502288035,53.920637496719536,0
2024-03-14 12:00:00,21.7613822866104,48.3297787546691,0
2024-03-14 16:00:00,25.542444418814863,53.04219875666789,0
2024-03-14 20:00:00,24.183151864117264,58.09135176531283,0
2024-03-15 00:00:00,32.79698684311729,46.858000946436526,1
2024-03-15 04:00:00,20.04298005181392,52.34849686724518,0
2024-03-15 08:00:00,33.258995679574554,28.624604115762832,0
2024-03-15 12:00:00,38.2169352849118,48.83971312605933,0
2024-03-15 16:00:00,27.82842039831127,43.71749742763903,0
2024-03-15 20:00:00,28.036006992971803,59.85399083239847,0
2024-03-16 00:00:00,22.00366885645978,50.25757930176381,1
2024-03-16 04:00:00,27.5715526096726,38.98110249665087,0
2024-03-16 08:00:00,39.29899933867261,38.83225749359578,0
2024-03-16 12:00:00,26.0566373878716,49.13246623740462,0
2024-03-16 16:00:00,25.739658185411386,53.63676450287608,0
2024-03-16 20:00:00,23.069729370261168,65.42594498886038,0
2024-03-17 00:00:00,26.627505338871856,76.52005319863319,1
2024-03-17 04:00:00,17.117263796367276,50.733132605802375,0
2024-03-17 08:00:00,30.719965275867374,45.09581215017389,0
2024-03-17 12:00:00,18.010567848913027,33.24825848521736,1
2024-03-17 16:00:00,20.76170480745706,59.06065990491105,0
2024-03-17 20:00:00,35.12050333607552,59.483858665860154,0
2024-03-18 00:00:00,22.432000403875254,48.21320707217359,1
2024-03-18 04:00:00,31.381572131638954,44.68894084092864,0
2024-03-18 08:00:00,32.13258095533533,47.192393318162466,0
2024-03-18 12:00:00,22.763808293427047,50.42669616893029,0
2024-03-18 16:00:00,29.144507518655903,62.00014558653758,0
2024-03-18 20:00:00,32.13944908845597,53.808345885454976,0
2024-03-19 00:00:00,27.11136418652663,57.833602140216186,0
2024-03-19 04:00:00,25.68970364784552,36.97297966173212,0
2024-03-19 08:00:00,21.83182733802013,56.149267286879954,0
2024-03-19 12:00:00,27.515859267057444,43.08180746475902,1
2024-03-19 16:00:00,15.369943663578454,48.5179406258943,0
2024-03-19 20:00:00,20.37888879547679,72.6242785340767,1
2024-03-20 00:00:00,25.784468332907803,71.30198904018881,1
2024-03-20 04:00:00,23.398904070397972,42.503014735150394,1
2024-03-20 08:00:00,30.483942692060236,51.63416170136725,0
2024-03-20 12:00:00,29.829079808026705,56.232127909055905,1
2024-03-20 16:00:00,24.79889923549954,55.297068678367694,0
2024-03-20 20:00:00,21.435183683734113,43.724921324899334,1
2024-03-21 00:00:00,14.13085387532633,65.27504761184946,1
2024-03-21 04:00:00,24.913720256124922,47.135793551443,0
2024-03-21 08:00:00,33.17259918252768,42.34331312029273,0
2024-03-21 12:00:00,22.360416705088788,52.01443299584663,0
2024-03-21 16:00:00,24.38552341355275,66.89281891199968,0
2024-03-21 20:00:00,27.43300565109484,65.55277659095199,0
2024-03-22 00:00:00,32.04978043887036,71.96873904033141,1
2024-03-22 04:00:00,29.440222651716155,60.83724918205989,0
2024-03-22 08:00:00,30.31863133732228,68.45009442402547,0
2024-03-22 12:00:00,18.813961835502216,51.65684054796956,0
2024-03-22 16:00:00,19.54874574079504,62.21508713592907,0
2024-03-22 20:00:00,22.813427994455218,62.851958629231504,0
2024-03-23 00:00:00,16.4558458726961,41.370495538829,1
2024-03-23 04:00:00,20.6495394090986,51.15461282879717,0
2024-03-23 08:00:00,31.451588010517547,46.911087398563545,0
2024-03-23 12:00:00,25.324475200660046,70.3199089030571,0
2024-03-23 16:00:00,23.493373555320566,51.45162053955546,0
2024-03-23 20:00:00,27.969585214846205,62.50640378402322,0
2024-03-24 00:00:00,22.526058875100883,57.86134706200829,1
2024-03-24 04:00:00,23.75198581021334,47.23033586406337,0
2024-03-24 08:00:00,35.67249433960624,42.66247210940673,0
2024-03-24 12:00:00,22.671544490665227,54.96795062728388,0
2024-03-24 16:00:00,23.67212339829654,70.46469521941503,0
2024-03-24 20:00:00,21.910544390281554,56.960821526992554,0
2024-03-25 00:00:00,28.967837208210756,52.80024783795185,1
2024-03-25 04:00:00,23.677835074029144,48.01563928868702,0
2024-03-25 08:00:00,34.381615642477925,39.95490075309112,1
2024-03-25 12:00:00,29.95380157454222,44.14565824847393,0
2024-03-25 16:00:00,29.609269078825715,55.81943765021539,0
2024-03-25 20:00:00,23.349035684417867,43.9588264230982,1
2024-03-26 00:00:00,23.886766706471203,61.84574887278829,1
2024-03-26 04:00:00,23.04702211904276,51.74561374464935,0
2024-03-26 08:00:00,39.508861190631855,43.14755051170705,0
2024-03-26 12:00:00,25.43432176254169,56.524271651655816,0
2024-03-26 16:00:00,21.275726050347675,43.487584474587024,1
2024-03-26 20:00:00,33.53521863787778,53.55763741530015,0
2024-03-27 00:00:00,26.835945573268603,49.84620178142412,1
2024-03-27 04:00:00,26.392977483264072,51.14913789720752,0
2024-03-27 08:00:00,31.815096476183733,46.70855400493851,1
2024-03-27 12:00:00,24.004430259230457,58.797465126046816,0
2024-03-27 16:00:00,26.77283880872158,49.511265061596376,0
2024-03-27 20:00:00,22.825027596004603,56.59226766672439,0
2024-03-28 00:00:00,28.856912904322357,61.376698011007996,1
2024-03-28 04:00:00,21.824721531863965,53.18034907104513,0
2024-03-28 08:00:00,32.70108835035883,48.11578666050658,0
2024-03-28 12:00:00,24.648878144161607,61.12826697948726,0
2024-03-28 16:00:00,31.415634883456022,57.45950982964324,1
2024-03-28 20:00:00,25.539907676483725,64.90214431637483,0
2024-03-29 00:00:00,26.17289969481149,55.16760284332137,1
2024-03-29 04:00:00,28.149740515270807,64.00144916672868,0
2024-03-29 08:00:00,27.188058417919816,47.89964257865693,0
2024-03-29 12:00:00,31.311596292233077,44.797159509303484,0
2024-03-29 16:00:00,28.701455391190272,51.21042677435177,0
2024-03-29 20:00:00,29.291178369762374,58.46077636701787,1
2024-03-30 00:00:00,16.885664603821677,50.915929689295524,1
2024-03-30 04:00:00,19.529713959417673,63.02659352543779,0
2024-03-30 08:00:00,34.11756437876327,46.602858258774894,0
2024-03-30 12:00:00,24.77261114916587,60.589766158115054,0
2024-03-30 16:00:00,23.956275167311507,56.270933101101726,0
2024-03-30 20:00:00,24.02583195576783,50.23802933226693,0
2024-03-31 00:00:00,16.37884019455398,36.85640166684783,1
2024-03-31 04:00:00,23.1413384397292,52.806611973937606,0
2024-03-31 08:00:00,36.99566824926301,51.69474382487385,0
2024-03-31 12:00:00,16.829984649240146,55.009708940113654,0
2024-03-31 16:00:00,29.282010149278886,46.248554777862985,0
2024-03-31 20:00:00,32.573193714715984,56.332219977632256,0
2024-04-01 00:00:00,31.179866096782234,44.9918087354576,1
2024-04-01 04:00:00,22.405356621424495,46.24943236315736,0
2024-04-01 08:00:00,28.536220693413814,58.19351336185752,0
2024-04-01 12:00:00,31.751333006481627,63.75037310733929,0
2024-04-01 16:00:00,18.445300876602037,43.904084142344914,0
2024-04-01 20:00:00,32.31420567255951,63.51467211705286,0
2024-04-02 00:00:00,24.95630023776217,58.994794172968085,1
2024-04-02 04:00:00,13.993108977797533,42.12206839249608,1
2024-04-02 08:00:00,28.972067810833103,57.30709273931656,0
2024-04-02 12:00:00,24.861584311764712,64.48527440371812,1
2024-04-02 16:00:00,27.47392719658949,52.94520136941639,1
2024-04-02 20:00:00,19.152147750370638,79.55873196014187,0
2024-04-03 00:00:00,20.13962449051994,61.27013123340922,0
2024-04-03 04:00:00,20.026351333799095,47.22390177658207,0
2024-04-03 08:00:00,33.59131129448942,41.743692570450136,0
2024-04-03 12:00:00,26.897349888890915,56.80579550572442,0
2024-04-03 16:00:00,24.060682172550912,47.111707214461866,1
2024-04-03 20:00:00,17.63658972514954,44.79064016678131,0
2024-04-04 00:00:00,34.810529248232456,38.27203459242488,1
2024-04-04 04:00:00,14.769513944255984,49.881672381433056,0
2024-04-04 08:00:00,26.326834229807737,36.35274506836,1
2024-04-04 12:00:00,24.1976666949458,34.759366657287906,1
2024-04-04 16:00:00,19.117338433951865,53.435368649719976,0
2024-04-04 20:00:00,24.524669420258395,54.41310981556492,0
2024-04-05 00:00:00,26.021752038086607,62.401951204483865,0
2024-04-05 04:00:00,28.377853261989408,56.83959853216734,0
2024-04-05 08:00:00,33.33007627200827,43.20197419406735,0
2024-04-05 12:00:00,19.10985925026373,53.27267513957717,0
2024-04-05 16:00:00,26.34922260879112,68.9634364994633,0
2024-04-05 20:00:00,29.985450748833898,57.9729789404789,0
2024-04-06 00:00:00,23.46596813643215,58.34609651783299,1
2024-04-06 04:00:00,25.19048921091999,41.603569002914575,1
2024-04-06 08:00:00,26.607178515232956,37.187433870641456,0
2024-04-06 12:00:00,31.54007215559499,51.61447162162088,0
2024-04-06 16:00:00,31.832521038299387,66.29720727260366,0
2024-04-06 20:00:00,20.02956117194026,70.75589134868731,0
2024-04-07 00:00:00,26.09452215002814,55.894713792721944,1
2024-04-07 04:00:00,21.90955668757764,54.46633160311403,0
2024-04-07 08:00:00,28.915014270232852,55.601030484654586,0
2024-04-07 12:00:00,18.483667280170714,51.64753418242246,0
